Country_Name,Cod_Na_UIS,Context_Indicator_Name,EMAC_IND_CONT_COD,Year,Value
Curaçao,CW,"International migrant stock, total",20,2000,
Curaçao,CW,"Literacy rate, adult total (% of people ages 15 and above)",21,2000,
Curaçao,CW,"Literacy rate, youth total (% of people ages 15-24)",22,2000,
Curaçao,CW,Net migration,23,2000,-2632
Curaçao,CW,"Over-age students, primary (% of enrollment)",24,2000,
Curaçao,CW,"Population ages 0-14, female",25,2000,17103
Curaçao,CW,"Population ages 0-14, male",26,2000,17486
Curaçao,CW,"Population ages 15-64, female",27,2000,47394
Curaçao,CW,"Population ages 15-64, male",28,2000,39388
Curaçao,CW,"Population ages 65 and above, female",29,2000,7262
Curaçao,CW,"Population ages 65 and above, male",30,2000,5226
Curaçao,CW,"Population, female",31,2000,71759
Curaçao,CW,"Population, male",32,2000,62100
Curaçao,CW,"Population, total",33,2000,133860
Curaçao,CW,Poverty headcount ratio at national poverty lines (% of population),34,2000,
Curaçao,CW,"Primary education, pupils",35,2000,
Curaçao,CW,"Repeaters, primary, total (% of total enrollment)",36,2000,
Curaçao,CW,Rural population,37,2000,12379
Curaçao,CW,"School enrollment, preprimary (% gross)",38,2000,
Curaçao,CW,"School enrollment, primary (% gross)",39,2000,
Curaçao,CW,"School enrollment, primary (% net)",40,2000,
Curaçao,CW,"School enrollment, secondary (% gross)",41,2000,
Curaçao,CW,"School enrollment, secondary (% net)",42,2000,
Curaçao,CW,"Secondary education, pupils",43,2000,
Curaçao,CW,Urban population,44,2000,121481
Dominican Republic,DO,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2000,86.10226
Dominican Republic,DO,Adolescents out of school (% of lower secondary school age),2,2000,14.94171047
Dominican Republic,DO,Children out of school (% of primary school age),3,2000,12.23974991
Dominican Republic,DO,"Children out of school, primary",4,2000,144073
Dominican Republic,DO,"Compulsory education, duration (years)",5,2000,9
Dominican Republic,DO,"Current education expenditure, total (% of total expenditure in public institutions)",6,2000,
Dominican Republic,DO,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2000,
Dominican Republic,DO,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2000,
Dominican Republic,DO,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2000,
Dominican Republic,DO,Expenditure on primary education (% of government expenditure on education),10,2000,
Dominican Republic,DO,Expenditure on secondary education (% of government expenditure on education),11,2000,
Dominican Republic,DO,GDP (current US$),12,2000,24305781112
Dominican Republic,DO,GDP per capita (current US$),13,2000,2845.84661
Dominican Republic,DO,Gini index,14,2000,51.5
Dominican Republic,DO,"Government expenditure on education, total (% of GDP)",15,2000,1.888290048
Dominican Republic,DO,"Government expenditure on education, total (% of government expenditure)",16,2000,12.98847961
Dominican Republic,DO,"Government expenditure per student, primary (% of GDP per capita)",17,2000,
Dominican Republic,DO,"Government expenditure per student, secondary (% of GDP per capita)",18,2000,
Dominican Republic,DO,International migrant stock (% of population),19,2000,4.153061509
Dominican Republic,DO,"International migrant stock, total",20,2000,355611
Dominican Republic,DO,"Literacy rate, adult total (% of people ages 15 and above)",21,2000,
Dominican Republic,DO,"Literacy rate, youth total (% of people ages 15-24)",22,2000,
Dominican Republic,DO,Net migration,23,2000,-30231
Dominican Republic,DO,"Over-age students, primary (% of enrollment)",24,2000,24.01862
Dominican Republic,DO,"Population ages 0-14, female",25,2000,1470700
Dominican Republic,DO,"Population ages 0-14, male",26,2000,1521594
Dominican Republic,DO,"Population ages 15-64, female",27,2000,2528770
Dominican Republic,DO,"Population ages 15-64, male",28,2000,2614356
Dominican Republic,DO,"Population ages 65 and above, female",29,2000,217881
Dominican Republic,DO,"Population ages 65 and above, male",30,2000,187490
Dominican Republic,DO,"Population, female",31,2000,4217351
Dominican Republic,DO,"Population, male",32,2000,4323440
Dominican Republic,DO,"Population, total",33,2000,8540791
Dominican Republic,DO,Poverty headcount ratio at national poverty lines (% of population),34,2000,
Dominican Republic,DO,"Primary education, pupils",35,2000,1363609
Dominican Republic,DO,"Repeaters, primary, total (% of total enrollment)",36,2000,5.11026
Dominican Republic,DO,Rural population,37,2000,3266596
Dominican Republic,DO,"School enrollment, preprimary (% gross)",38,2000,34.60620117
Dominican Republic,DO,"School enrollment, primary (% gross)",39,2000,115.8456726
Dominican Republic,DO,"School enrollment, primary (% net)",40,2000,84.72004
Dominican Republic,DO,"School enrollment, secondary (% gross)",41,2000,60.05714035
Dominican Republic,DO,"School enrollment, secondary (% net)",42,2000,40.60467
Dominican Republic,DO,"Secondary education, pupils",43,2000,653558
Dominican Republic,DO,Urban population,44,2000,5274195
Ecuador,EC,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2000,97.06899
Ecuador,EC,Adolescents out of school (% of lower secondary school age),2,2000,27.36484909
Ecuador,EC,Children out of school (% of primary school age),3,2000,2.931010008
Ecuador,EC,"Children out of school, primary",4,2000,50654
Ecuador,EC,"Compulsory education, duration (years)",5,2000,10
Ecuador,EC,"Current education expenditure, total (% of total expenditure in public institutions)",6,2000,94.77924347
Ecuador,EC,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2000,
Ecuador,EC,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2000,
Ecuador,EC,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2000,
Ecuador,EC,Expenditure on primary education (% of government expenditure on education),10,2000,38.2881
Ecuador,EC,Expenditure on secondary education (% of government expenditure on education),11,2000,34.556
Ecuador,EC,GDP (current US$),12,2000,18327764882
Ecuador,EC,GDP per capita (current US$),13,2000,1451.530885
Ecuador,EC,Gini index,14,2000,56.4
Ecuador,EC,"Government expenditure on education, total (% of GDP)",15,2000,1.150930047
Ecuador,EC,"Government expenditure on education, total (% of government expenditure)",16,2000,4.957300186
Ecuador,EC,"Government expenditure per student, primary (% of GDP per capita)",17,2000,2.85831
Ecuador,EC,"Government expenditure per student, secondary (% of GDP per capita)",18,2000,5.38598
Ecuador,EC,International migrant stock (% of population),19,2000,1.199840426
Ecuador,EC,"International migrant stock, total",20,2000,151523
Ecuador,EC,"Literacy rate, adult total (% of people ages 15 and above)",21,2000,
Ecuador,EC,"Literacy rate, youth total (% of people ages 15-24)",22,2000,
Ecuador,EC,Net migration,23,2000,-41899
Ecuador,EC,"Over-age students, primary (% of enrollment)",24,2000,11.7311
Ecuador,EC,"Population ages 0-14, female",25,2000,2195736
Ecuador,EC,"Population ages 0-14, male",26,2000,2280879
Ecuador,EC,"Population ages 15-64, female",27,2000,3769978
Ecuador,EC,"Population ages 15-64, male",28,2000,3770839
Ecuador,EC,"Population ages 65 and above, female",29,2000,337407
Ecuador,EC,"Population ages 65 and above, male",30,2000,271668
Ecuador,EC,"Population, female",31,2000,6303121
Ecuador,EC,"Population, male",32,2000,6323386
Ecuador,EC,"Population, total",33,2000,12626507
Ecuador,EC,Poverty headcount ratio at national poverty lines (% of population),34,2000,64.4
Ecuador,EC,"Primary education, pupils",35,2000,1925420
Ecuador,EC,"Repeaters, primary, total (% of total enrollment)",36,2000,2.37268
Ecuador,EC,Rural population,37,2000,5012850
Ecuador,EC,"School enrollment, preprimary (% gross)",38,2000,63.34661102
Ecuador,EC,"School enrollment, primary (% gross)",39,2000,111.4111023
Ecuador,EC,"School enrollment, primary (% net)",40,2000,95.58856
Ecuador,EC,"School enrollment, secondary (% gross)",41,2000,57.70922852
Ecuador,EC,"School enrollment, secondary (% net)",42,2000,47.76897
Ecuador,EC,"Secondary education, pupils",43,2000,917245
Ecuador,EC,Urban population,44,2000,7613657
El Salvador,SV,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2000,90.9739
El Salvador,SV,Adolescents out of school (% of lower secondary school age),2,2000,15.85527992
El Salvador,SV,Children out of school (% of primary school age),3,2000,7.400800228
El Salvador,SV,"Children out of school, primary",4,2000,62638
El Salvador,SV,"Compulsory education, duration (years)",5,2000,9
El Salvador,SV,"Current education expenditure, total (% of total expenditure in public institutions)",6,2000,93.33000946
El Salvador,SV,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2000,
El Salvador,SV,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2000,
El Salvador,SV,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2000,
El Salvador,SV,Expenditure on primary education (% of government expenditure on education),10,2000,53.43486
El Salvador,SV,Expenditure on secondary education (% of government expenditure on education),11,2000,20.76394
El Salvador,SV,GDP (current US$),12,2000,11784927700
El Salvador,SV,GDP per capita (current US$),13,2000,1977.840614
El Salvador,SV,Gini index,14,2000,51.5
El Salvador,SV,"Government expenditure on education, total (% of GDP)",15,2000,2.838680029
El Salvador,SV,"Government expenditure on education, total (% of government expenditure)",16,2000,13.54397011
El Salvador,SV,"Government expenditure per student, primary (% of GDP per capita)",17,2000,9.41027
El Salvador,SV,"Government expenditure per student, secondary (% of GDP per capita)",18,2000,8.24421
El Salvador,SV,International migrant stock (% of population),19,2000,0.545662335
El Salvador,SV,"International migrant stock, total",20,2000,31713
El Salvador,SV,"Literacy rate, adult total (% of people ages 15 and above)",21,2000,
El Salvador,SV,"Literacy rate, youth total (% of people ages 15-24)",22,2000,
El Salvador,SV,Net migration,23,2000,-97219
El Salvador,SV,"Over-age students, primary (% of enrollment)",24,2000,17.19049
El Salvador,SV,"Population ages 0-14, female",25,2000,1090401
El Salvador,SV,"Population ages 0-14, male",26,2000,1123345
El Salvador,SV,"Population ages 15-64, female",27,2000,1832178
El Salvador,SV,"Population ages 15-64, male",28,2000,1622155
El Salvador,SV,"Population ages 65 and above, female",29,2000,166096
El Salvador,SV,"Population ages 65 and above, male",30,2000,124307
El Salvador,SV,"Population, female",31,2000,3088675
El Salvador,SV,"Population, male",32,2000,2869807
El Salvador,SV,"Population, total",33,2000,5958482
El Salvador,SV,Poverty headcount ratio at national poverty lines (% of population),34,2000,
El Salvador,SV,"Primary education, pupils",35,2000,949077
El Salvador,SV,"Repeaters, primary, total (% of total enrollment)",36,2000,6.65489
El Salvador,SV,Rural population,37,2000,2448221
El Salvador,SV,"School enrollment, preprimary (% gross)",38,2000,44.16376114
El Salvador,SV,"School enrollment, primary (% gross)",39,2000,112.1352692
El Salvador,SV,"School enrollment, primary (% net)",40,2000,89.19182
El Salvador,SV,"School enrollment, secondary (% gross)",41,2000,58.32695007
El Salvador,SV,"School enrollment, secondary (% net)",42,2000,47.93307
El Salvador,SV,"Secondary education, pupils",43,2000,420959
El Salvador,SV,Urban population,44,2000,3510261
Guyana,GY,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2000,
Guyana,GY,Adolescents out of school (% of lower secondary school age),2,2000,
Guyana,GY,Children out of school (% of primary school age),3,2000,
Guyana,GY,"Children out of school, primary",4,2000,
Guyana,GY,"Compulsory education, duration (years)",5,2000,6
Guyana,GY,"Current education expenditure, total (% of total expenditure in public institutions)",6,2000,
Guyana,GY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2000,
Guyana,GY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2000,
Guyana,GY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2000,
Guyana,GY,Expenditure on primary education (% of government expenditure on education),10,2000,
Guyana,GY,Expenditure on secondary education (% of government expenditure on education),11,2000,
Guyana,GY,GDP (current US$),12,2000,712667896.7
Guyana,GY,GDP per capita (current US$),13,2000,938.893298
Guyana,GY,Gini index,14,2000,
Guyana,GY,"Government expenditure on education, total (% of GDP)",15,2000,8.484149933
Guyana,GY,"Government expenditure on education, total (% of government expenditure)",16,2000,17.65683937
Guyana,GY,"Government expenditure per student, primary (% of GDP per capita)",17,2000,
Guyana,GY,"Government expenditure per student, secondary (% of GDP per capita)",18,2000,
